Region,Category,Product Name,Quantity,profit margin,profit per unit 
South,Office Supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",5,50,11.995
East,Office Supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",3,40,10.396
East,Furniture,Global Ergonomic Managers Chair,2,60,21.594
East,Office Supplies,Newell 333,2,50,11.995
East,Furniture,Eldon Wave Desk Accessories,4,20,4.798
West,Office Supplies,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",2,20,3.998
East,Office Supplies,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5,20,4.798
East,Office Supplies,Staple remover,1,50,7.995
East,Office Supplies,Pizazz Global Quick File,3,50,11.995
East,Furniture,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1,25,0.7475
Central,Office Supplies,Xerox 1930,1,25,6.4975
Central,Office Supplies,File Shuttle I and Handi-File,3,25,5.2475
West,Office Supplies,Wilson Jones Custom Binder Spines & Labels,5,40,9.596
West,Technology,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,4,30,9.297
West,Office Supplies,Newell 324,4,30,8.397
West,Technology,Microsoft Natural Keyboard Elite,6,60,26.994
Central,Office Supplies,Xerox 1960,4,40,6.396
East,Furniture,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",2,20,7.198
Central,Office Supplies,Holmes Odor Grabber,3,40,29.996
Central,Office Supplies,Akro-Mils 12-Gallon Tote,6,30,7.497
Central,Office Supplies,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",7,25,6.4975
West,Office Supplies,Southworth Structures Collection,7,40,6.396
West,Office Supplies,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",2,20,7.198
Central,Technology,Sony 32GB Class 10 Micro SDHC R40 Memory Card,3,50,11.995
South,Furniture,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",3,25,4.4975
South,Technology,Logitech Media Keyboard K200,3,40,9.996
East,Technology,Lexmark MarkNet N8150 Wireless Print Server,5,30,5.997
East,Furniture,3M Hangers With Command Adhesive,1,50,20.495
East,Office Supplies,Crayola Colored Pencils,3,25,6.4975
East,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",3,30,8.397
East,Technology,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,5,50,12.995
West,Technology,Nortel Meridian M3904 Professional Digital phone,2,25,6.9975
West,Technology,Canon PC1080F Personal Copier,2,30,10.497
Central,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,3,30,4.497
West,Office Supplies,Tuf-Vin Binders,4,30,3.297
East,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,2,25,6.9975
East,Office Supplies,Xerox 1958,2,40,6.396
Central,Office Supplies,"Acme 10"" Easy Grip Assistive Scissors",3,50,12.995
Central,Office Supplies,Super Decoflex Portable Personal File,2,30,8.697
Central,Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",5,25,6.9975
Central,Office Supplies,"Contico 72""H Heavy-Duty Storage System",3,50,4.495
Central,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card,7,60,21.594
South,Office Supplies,Xerox 1974,3,40,14.396
South,Office Supplies,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",2,60,21.594
East,Office Supplies,Staple holder,1,50,6.995
West,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card,4,60,19.794
West,Technology,Sharp AL-1530CS Digital Copier,4,30,8.397
West,Office Supplies,"Wirebound Message Book, 4 per Page",2,60,21.594
West,Furniture,"Bevis Round Conference Table Top, X-Base",3,30,8.697
West,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",2,40,9.596
West,Office Supplies,Self-Adhesive Removable Labels,3,40,9.596
West,Office Supplies,Xerox 1908,6,25,5.2475
West,Furniture,O'Sullivan 4-Shelf Bookcase in Odessa Pine,7,40,30.796
West,Furniture,Novimex High-Tech Fabric Mesh Task Chair,2,30,3.297
West,Office Supplies,Xerox 191,3,50,8.495
West,Furniture,Global Deluxe Office Fabric Chairs,1,25,6.9975
West,Office Supplies,Bulldog Vacuum Base Pencil Sharpener,2,20,3.998
West,Furniture,Bevis Steel Folding Chairs,1,40,10.396
South,Office Supplies,Xerox 1987,3,30,5.997
West,Office Supplies,American Pencil,5,30,5.997
West,Office Supplies,"White Envelopes, White Envelopes with Clear Poly Window",8,50,8.495
West,Technology,KeyTronic 6101 Series - Keyboard - Black,4,25,5.2475
East,Furniture,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",14,50,11.995
East,Office Supplies,Crate-A-Files,3,40,9.996
South,Furniture,Hon Multipurpose Stacking Arm Chairs,2,20,4.998
Central,Furniture,Coloredge Poster Frame,1,40,10.396
Central,Office Supplies,GBC VeloBinder Manual Binding System,9,40,6.396
East,Technology,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",7,40,4.796
Central,Office Supplies,Design Ebony Sketching Pencil,9,20,4.998
South,Office Supplies,GBC ProClick 150 Presentation Binding System,4,25,4.4975
South,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,3,40,4.796
South,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,11,50,11.995
South,Office Supplies,Woodgrain Magazine Files by Perma,4,50,12.995
East,Office Supplies,Letter Size Cart,2,25,5.2475
South,Office Supplies,Insertable Tab Post Binder Dividers,3,50,8.495
South,Technology,Belkin QODE FastFit Bluetooth Keyboard,1,40,6.396
Central,Technology,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",5,50,12.995
Central,Office Supplies,Xerox 1908,2,25,0.7475
Central,Office Supplies,Xerox 1897,4,25,6.4975
East,Furniture,Global Deluxe Steno Chair,4,50,8.995
Central,Furniture,Aluminum Document Frame,5,30,4.497
Central,Office Supplies,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,5,30,5.997
Central,Office Supplies,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,3,40,9.596
Central,Office Supplies,"Xerox Color Copier Paper, 11"" x 17"", Ream",3,50,5.995
Central,Furniture,Office Star - Ergonomically Designed Knee Chair,4,40,10.396
Central,Office Supplies,Avery 520,2,30,8.397
Central,Furniture,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",3,60,19.794
East,Office Supplies,Newell 345,2,60,19.794
East,Office Supplies,Fellowes Bankers Box Recycled Super Stor/Drawer,1,50,12.995
East,Office Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,2,30,3.297
East,Office Supplies,50 Colored Long Pencils,2,25,6.4975
East,Office Supplies,Newell 342,2,60,19.794
East,Technology,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,5,25,4.4975
East,Furniture,Chromcraft Rectangular Conference Tables,5,30,3.297
East,Office Supplies,Deluxe Rollaway Locking File with Drawer,3,40,4.796
Central,Technology,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,2,50,12.995
West,Furniture,"Global Geo Office Task Chair, Gray",2,25,2.2475
Central,Furniture,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,6,40,10.396
Central,Office Supplies,Staple envelope,3,50,12.995
West,Office Supplies,3M Office Air Cleaner,1,25,6.9975
West,Technology,Logitech G700s Rechargeable Gaming Mouse,3,30,4.497
West,Office Supplies,Acco D-Ring Binder w/DublLock,3,50,5.995
West,Furniture,Eldon Wave Desk Accessories,3,25,8.2475
West,Furniture,Bush Advantage Collection Racetrack Conference Table,3,40,9.596
West,Office Supplies,Poly Designer Cover & Back,2,50,5.995
West,Office Supplies,Premier Electric Letter Opener,5,30,7.497
West,Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",10,30,3.297
Central,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,5,60,26.994
Central,Furniture,Bush Mission Pointe Library,5,60,26.994
Central,Office Supplies,Cardinal Hold-It CD Pocket,1,60,26.994
East,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1,50,12.995
West,Office Supplies,SAFCO Boltless Steel Shelving,6,25,2.2475
West,Furniture,"Sauder Mission Library with Doors, Fruitwood Finish",3,60,21.594
West,Technology,Samsung Galaxy Note 3,3,50,12.995
West,Office Supplies,"Decoflex Hanging Personal Folder File, Blue",2,60,26.994
West,Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",2,50,12.995
West,Office Supplies,Xerox 1912,2,50,12.995
West,Technology,Cisco SPA525G2 IP Phone - Wireless,2,25,15.7475
East,Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,6,60,26.994
East,Office Supplies,Prang Colored Pencils,7,40,14.396
East,Office Supplies,"Fellowes Strictly Business Drawer File, Letter/Legal Size",3,50,11.995
West,Technology,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,3,60,21.594
East,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2,50,5.995
East,Technology,Logitech G602 Wireless Gaming Mouse,3,50,8.495
West,Office Supplies,Alphabetical Labels for Top Tab Filing,4,40,4.796
West,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,6,50,12.995
West,Technology,iHome FM Clock Radio with Lightning Dock,3,50,12.995
Central,Technology,Apple iPhone 5S,5,30,13.797
Central,Technology,Square Credit Card Reader,3,50,5.995
Central,Technology,Logitech M510 Wireless Mouse,2,50,8.995
Central,Office Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,3,60,21.594
East,Office Supplies,Fellowes Officeware Wire Shelving,2,20,4.998
East,Office Supplies,Colored Envelopes,3,40,9.996
West,Technology,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,4,30,7.497
South,Furniture,Balt Solid Wood Rectangular Table,3,30,8.397
South,Office Supplies,"Strathmore #10 Envelopes, Ultimate White",6,30,8.697
West,Office Supplies,Clear Mylar Reinforcing Strips,3,40,14.396
West,Furniture,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",2,40,6.396
West,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,2,50,8.495
West,Furniture,Deflect-O Glasstique Clear Desk Accessories,1,25,8.2475
West,Office Supplies,Vinyl Sectional Post Binders,1,40,4.796
West,Office Supplies,GBC Standard Therm-A-Bind Covers,4,50,5.995
West,Furniture,Global Troy Executive Leather Low-Back Tilter,4,50,8.495
West,Office Supplies,Storex Flexible Poly Binders with Double Pockets,3,40,9.596
West,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",4,25,6.9975
East,Office Supplies,"Avery Durable Slant Ring Binders, No Labels",2,40,6.396
South,Office Supplies,Rogers Handheld Barrel Pencil Sharpener,2,40,9.996
South,Office Supplies,Newell 344,2,30,3.297
South,Office Supplies,Personal File Boxes with Fold-Down Carry Handle,3,30,4.497
South,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3,30,8.697
Central,Furniture,Executive Impressions Supervisor Wall Clock,3,20,1.398
Central,Technology,SanDisk Cruzer 32 GB USB Flash Drive,3,40,9.596
East,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2,30,8.397
West,Office Supplies,Newell 327,9,50,12.995
West,Office Supplies,Newell 317,4,60,26.994
West,Technology,Canon Image Class D660 Copier,2,30,8.697
West,Office Supplies,Advantus Rolling Storage Box,6,30,13.797
West,Office Supplies,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),3,50,8.495
West,Office Supplies,Tennsco Single-Tier Lockers,10,60,21.594
Central,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",1,30,10.497
Central,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,2,50,11.995
Central,Office Supplies,XtraLife ClearVue Slant-D Ring Binders by Cardinal,2,40,6.396
Central,Furniture,Balt Solid Wood Rectangular Table,3,50,8.495
West,Technology,Motorola HK250 Universal Bluetooth Headset,3,20,4.798
West,Technology,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,3,40,6.396
East,Office Supplies,Staples,3,50,5.995
South,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,2,60,26.994
South,Furniture,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",9,40,9.596
East,Office Supplies,Eldon Gobal File Keepers,7,20,7.198
East,Office Supplies,Martin Yale Chadless Opener Electric Letter Opener,3,40,9.596
East,Office Supplies,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",4,25,8.2475
West,Furniture,Safco Contoured Stacking Chairs,6,40,6.396
West,Furniture,Tenex Chairmats For Use With Carpeted Floors,3,30,8.697
South,Technology,Panasonic KX-TG9471B,4,30,8.397
South,Office Supplies,Presstex Flexible Ring Binders,3,40,6.396
West,Office Supplies,Sterilite Officeware Hinged File Box,2,50,12.995
Central,Office Supplies,"Premier Elliptical Ring Binder, Black",2,50,12.995
East,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,5,25,8.2475
South,Office Supplies,Eureka The Boss Cordless Rechargeable Stick Vac,6,40,6.396
South,Furniture,"Situations Contoured Folding Chairs, 4/Set",3,40,9.596
Central,Technology,Enermax Aurora Lite Keyboard,3,40,30.796
West,Technology,LG Electronics Tone+ HBS-730 Bluetooth Headset,4,20,4.998
East,Office Supplies,Fellowes Officeware Wire Shelving,6,40,4.796
Central,Technology,SanDisk Cruzer 64 GB USB Flash Drive,2,50,12.495
Central,Technology,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,2,40,9.596
Central,Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",3,60,5.394
East,Office Supplies,Avery Printable Repositionable Plastic Tabs,4,40,6.396
East,Office Supplies,Xerox 1898,5,40,30.796
Central,Office Supplies,Home/Office Personal File Carts,1,20,7.198
Central,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,1,25,0.7475
Central,Office Supplies,Staple remover,5,30,13.797
West,Furniture,HON 5400 Series Task Chairs for Big and Tall,3,60,26.994
South,Furniture,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",3,30,12.897
Central,Office Supplies,Advantus T-Pin Paper Clips,7,20,4.998
West,Office Supplies,Tennsco 16-Compartment Lockers with Coat Rack,6,30,12.897
South,Office Supplies,Zebra Zazzle Fluorescent Highlighters,1,20,4.998
West,Office Supplies,Avery 473,14,20,3.998
West,Furniture,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,7,20,4.998
West,Office Supplies,Xerox 226,5,40,29.996
West,Furniture,Coloredge Poster Frame,3,40,9.596
West,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",3,25,4.2475
South,Office Supplies,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",7,50,4.495
South,Furniture,Advantus Panel Wall Acrylic Frame,3,30,4.497
West,Office Supplies,"Alliance Big Bands Rubber Bands, 12/Pack",4,40,4.796
West,Office Supplies,Avery 509,1,40,9.996
West,Technology,Cisco SPA301,5,30,10.497
West,Office Supplies,Personal Creations Ink Jet Cards and Labels,1,40,29.996
West,Office Supplies,"GBC White Gloss Covers, Plain Front",5,20,4.998
West,Office Supplies,Xerox 222,9,20,4.998
West,Furniture,Hon Every-Day Series Multi-Task Chairs,2,30,12.897
East,Office Supplies,Avery 473,5,40,9.996
East,Office Supplies,OIC Bulk Pack Metal Binder Clips,3,30,3.297
East,Office Supplies,Storex Dura Pro Binders,2,60,26.994
East,Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2,30,10.497
West,Office Supplies,Newell 332,7,40,10.396
West,Office Supplies,Personal Creations Ink Jet Cards and Labels,9,50,8.495
West,Office Supplies,Rediform S.O.S. Phone Message Books,6,20,4.798
West,Office Supplies,Acme Value Line Scissors,2,60,26.994
Central,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",1,50,6.995
Central,Furniture,"Contract Clock, 14"", Brown",5,40,9.996
West,Office Supplies,Martin-Yale Premier Letter Opener,2,50,8.995
West,Technology,GE 30524EE4,2,40,9.596
West,Technology,AT&T SB67148 SynJ,5,40,14.396
West,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,3,20,9.998
West,Office Supplies,Recycled Pressboard Report Cover with Reinforced Top Hinge,5,40,4.796
West,Technology,Jabra BIZ 2300 Duo QD Duo Corded Headset,5,50,11.995
South,Furniture,Novimex High-Tech Fabric Mesh Task Chair,2,30,5.997
South,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",2,40,9.596
West,Technology,i.Sound Portable Power - 8000 mAh,3,40,14.396
West,Office Supplies,Xerox 225,9,50,12.995
West,Office Supplies,Clear Mylar Reinforcing Strips,5,40,9.996
West,Office Supplies,Xerox 1894,3,40,9.996
Central,Office Supplies,Newell 312,1,40,9.996
Central,Technology,Memorex Micro Travel Drive 8 GB,3,60,19.794
West,Office Supplies,Fellowes Superior 10 Outlet Split Surge Protector,2,40,9.996
West,Technology,Sharp AL-1530CS Digital Copier,2,30,10.497
West,Technology,AT&T 1070 Corded Phone,1,25,6.9975
West,Furniture,Dana Halogen Swing-Arm Architect Lamp,2,50,21.495
East,Office Supplies,Acme Stainless Steel Office Snips,1,40,29.996
East,Technology,Mophie Juice Pack Helium for iPhone,2,50,8.995
East,Technology,GE 2-Jack Phone Line Splitter,4,25,6.9975
East,Office Supplies,Acme Value Line Scissors,6,30,10.497
South,Office Supplies,"Hot File 7-Pocket, Floor Stand",1,40,9.596
South,Furniture,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",3,40,9.996
South,Office Supplies,Insertable Tab Post Binder Dividers,3,50,12.995
South,Office Supplies,GBC VeloBinder Manual Binding System,1,50,21.495
South,Office Supplies,Xerox 1889,2,25,4.4975
East,Office Supplies,Angle-D Ring Binders,4,50,12.995
East,Office Supplies,Newell 317,6,60,5.394
East,Technology,Motorola L804,2,40,10.396
Central,Technology,Nortel Meridian M3904 Professional Digital phone,4,40,9.596
Central,Office Supplies,Avery 493,5,40,30.796
East,Office Supplies,Xerox 1972,6,20,4.798
East,Technology,Cisco 8x8 Inc. 6753i IP Business Phone System,2,40,14.396
East,Technology,PureGear Roll-On Screen Protector,9,40,6.396
East,Office Supplies,Prestige Round Ring Binders,2,20,4.798
East,Furniture,"DAX Metal Frame, Desktop, Stepped-Edge",4,40,9.996
East,Furniture,"DAX Value U-Channel Document Frames, Easel Back",8,25,5.4975
East,Office Supplies,Recycled Easel Ring Binders,2,20,4.998
East,Technology,Grandstream GXP1160 VoIP phone,7,50,5.995
East,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",2,40,29.996
